Hugo Symbol,Entrez Gene ID,GRCh37 Isoform,GRCh37 RefSeq,GRCh38 Isoform,GRCh38 RefSeq,Gene Type,# of occurrence within resources (Column J-P),OncoKB Annotated,MSK-IMPACT,MSK-HEME,FOUNDATION ONE,FOUNDATION ONE HEME,Vogelstein,COSMIC CGC (v99),Gene Aliases,gene,chromosome,start,end,strand
KNSTRN,90417,ENST00000249776,NM_033286.3,ENST00000249776,NM_033286.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"C15orf23, FLJ14502, SKAP, TRAF4AF1, kinastrin",KNSTRN,15,40382721,40394288,1
LCK,3932,ENST00000336890,NM_001042771.2,ENST00000336890,NM_001042771.2,ONCOGENE,3,Yes,No,Yes,No,No,No,Yes,,LCK,1,32251244,32286170,1
LEF1,51176,ENST00000265165,NM_016269,ENST00000265165,NM_016269,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"TCF10, TCF1ALPHA, TCF7L3",LEF1,4,108047545,108168956,-1
LMO2,4005,ENST00000395833,NM_001142315.1,ENST00000395833,NM_001142315.1,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"RBTN2, RBTNL1, RHOM2, TTG2",LMO2,11,33858574,33892076,-1
LRP1B,53353,ENST00000389484,NM_018557,ENST00000389484,NM_018557,TSG,3,Yes,No,No,No,Yes,No,Yes,"LRP-DIT, LRPDIT",LRP1B,2,140231423,142131016,-1
LZTR1,8216,ENST00000215739,NM_006767.3,ENST00000646124,NM_006767.3,TSG,3,Yes,Yes,No,No,No,No,Yes,"BTBD29, LZTR-1",LZTR1,22,20982223,20999035,1
MAFB,9935,ENST00000373313,NM_005461.4,ENST00000373313,NM_005461.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,KRML,MAFB,20,40685848,40689236,-1
MAPK3,5595,ENST00000263025,NM_002746.2,ENST00000263025,NM_002746.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"ERK1, PRKM3, p44erk1, p44mapk",MAPK3,16,30114105,30123506,-1
MAPKAP1,79109,ENST00000265960,NM_001006617.1,ENST00000265960,NM_001006617.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"MGC2745, MIP1, SIN1",MAPKAP1,9,125437393,125707266,-1
MDC1,9656,ENST00000376406,NM_014641.2,ENST00000376406,NM_014641.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"Em:AB023051.5, KIAA0170, NFBD1",MDC1,6,30699807,30717562,-1
MECOM,2122,ENST00000468789,NM_001105078.3,ENST00000468789,NM_001105078.3,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3",MECOM,3,169083499,169663775,-1
MGA,23269,ENST00000219905,NM_001164273.1,ENST00000219905,NM_001164273.1,TSG,3,Yes,Yes,Yes,No,No,No,No,"FLJ12634, KIAA0518, MAD5, MXD5",MGA,15,41621134,41773081,1
MLLT10,8028,ENST00000307729,NM_001195626.1,ENST00000307729,NM_001195626.1,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,AF10,MLLT10,10,21524617,21743630,1
MLLT3,4300,ENST00000380338,NM_004529,ENST00000380338,NM_004529,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"AF-9, AF9, YEATS3",MLLT3,9,20341669,20622499,-1
MN1,4330,ENST00000302326,NM_002430,ENST00000302326,NM_002430,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"MGCR, MGCR1, MGCR1-PEN",MN1,22,27748277,27801756,-1
MSI1,4440,ENST00000257552,NM_002442.3,ENST00000257552,NM_002442.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,,MSI1,12,120341329,120369437,-1
MST1,4485,ENST00000449682,NM_020998.3,ENST00000449682,NM_020998.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"D3F15S2, DNF15S2, HGFL, NF15S2",MST1,3,49683947,49689501,-1
MTAP,4507,ENST00000380172,NM_002451.3,ENST00000644715,NM_002451.3,TSG,3,Yes,Yes,No,Yes,No,No,No,"MSAP, c86fus",MTAP,9,21802636,21937651,1
MYH11,4629,ENST00000300036,NM_002474,ENST00000300036,NM_002474,TSG,3,Yes,No,No,No,Yes,No,Yes,"SMHC, SMMHC",MYH11,16,15703135,15858438,-1
NCOA3,8202,ENST00000371998,NM_181659.2,ENST00000371998,NM_181659.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"ACTR, AIB1, CAGH16, KAT13B, SRC-3, SRC3, TNRC16, TRAM-1, bHLHe42, p/CIP",NCOA3,20,47501864,47656877,1
NCSTN,23385,ENST00000294785,NM_015331.2,ENST00000294785,NM_015331.2,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,"APH2, KIAA0253",NCSTN,1,160343294,160358957,1
NEGR1,257194,ENST00000357731,NM_173808.2,ENST00000357731,NM_173808.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"IGLON4, KILON, MGC46680, Ntra",NEGR1,1,71395943,72282539,-1
NKX3-1,4824,ENST00000380871,NM_006167.3,ENST00000380871,NM_006167.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"BAPX2, NKX3.1, NKX3A",NKX3-1,8,23678697,23682938,-1
NOTCH4,4855,ENST00000375023,NM_004557.3,ENST00000375023,NM_004557.3,ONCOGENE_AND_TSG,3,Yes,Yes,Yes,No,No,No,No,INT3,NOTCH4,6,32194843,32224111,-1
NR4A3,8013,ENST00000395097,NM_006981.3,ENST00000395097,NM_006981.3,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"CSMF, MINOR",NR4A3,9,99821855,99866891,1
NTHL1,4913,ENST00000219066,NM_002528.5,ENST00000219066,NM_002528.5,TSG,3,Yes,Yes,Yes,No,No,No,No,"NTH1, OCTS3",NTHL1,16,2039814,2047866,-1
NUF2,83540,ENST00000271452,NM_031423.3,ENST00000271452,NM_031423.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"CDCA1, CT106, NUF2R",NUF2,1,163266576,163355766,1
NUP214,8021,ENST00000359428,NM_005085,ENST00000359428,NM_005085,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"CAIN, CAN, D9S46E, N214",NUP214,9,131124868,131234667,1
NUP98,4928,ENST00000359171,XM_005252950.1,ENST00000355260,NM_139132.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"NUP96, Nup98-96, Nup98-Nup96",NUP98,11,3671083,3797792,-1
NUTM1,256646,ENST00000333756,XM_011521429.1,ENST00000333756,XM_011521429.1,INSUFFICIENT_EVIDENCE,3,Yes,No,No,Yes,No,No,Yes,"C15orf55, DKFZp434O192, FAM22H, NUT",NUTM1,15,34343315,34357737,1
PAK1,5058,ENST00000356341,NM_002576.4,ENST00000356341,NM_002576.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,,PAK1,11,77321548,77474635,-1
PAK5,57144,ENST00000353224,NM_177990.2,ENST00000353224,NM_177990.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"KIAA1264, PAK7",PAK5,20,9537370,9839076,-1
PAX3,5077,ENST00000350526,NM_181457,ENST00000350526,NM_181457,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"HUP2, WS1",PAX3,2,222199887,222298998,-1
PAX7,5081,ENST00000420770,NM_001135254,ENST00000420770,NM_001135254,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,Hup1,PAX7,1,18630846,18748876,1
PCBP1,5093,ENST00000303577,NM_006196.3,ENST00000303577,NM_006196.3,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"HNRPE1, HNRPX, hnRNP-E1, hnRNP-X",PCBP1,2,70087477,70089203,1
PDGFB,5155,ENST00000331163,NM_002608.2,ENST00000331163,NM_002608.2,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"SIS, SSV",PDGFB,22,39223359,39244982,-1
PDK1,5163,ENST00000282077,NM_002610,ENST00000282077,NM_002610,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,,PDK1,2,172555373,172608669,1
PDPK1,5170,ENST00000342085,NM_002613.4,ENST00000342085,NM_002613.4,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,,PDPK1,16,2537978,2603190,1
PGR,5241,ENST00000325455,NM_000926.4,ENST00000325455,NM_000926.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"NR3C3, PR",PGR,11,101029624,101129813,-1
PIK3C3,5289,ENST00000262039,NM_002647.2,ENST00000262039,NM_002647.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,Vps34,PIK3C3,18,41955207,42087830,1
PIK3CD,5293,ENST00000377346,NM_005026.3,ENST00000377346,NM_005026.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,p110D,PIK3CD,1,9629889,9730117,1
PIK3R3,8503,ENST00000262741,NM_003629.3,ENST00000262741,NM_003629.3,TSG,3,Yes,Yes,Yes,No,No,No,No,,PIK3R3,1,46040140,46133338,-1
PLCG1,5335,ENST00000373271,NM_182811.1,ENST00000373271,NM_182811.1,ONCOGENE,3,Yes,No,Yes,No,No,No,Yes,"NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1",PLCG1,20,41136931,41196801,1
PLK2,10769,ENST00000274289,NM_006622.3,ENST00000274289,NM_006622.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,SNK,PLK2,5,58453982,58460139,-1
PMAIP1,5366,ENST00000316660,NM_021127.2,ENST00000316660,NM_021127.2,TSG,3,Yes,Yes,Yes,No,No,No,No,NOXA,PMAIP1,18,59899644,59904305,1
PML,5371,ENST00000268058,NM_033238,ENST00000268058,NM_033238,TSG,3,Yes,No,No,No,Yes,No,Yes,"MYL, RNF71, TRIM19",PML,15,73994673,74047827,1
PMS1,5378,ENST00000441310,NM_000534.4,ENST00000441310,NM_000534.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"MLH2, PMSL1",PMS1,2,189784085,189878385,1
PNRC1,10957,ENST00000336032,NM_006813.2,ENST00000336032,NM_006813.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"B4-2, PROL2, PRR2",PNRC1,6,89080751,89085160,1
PPP4R2,151987,ENST00000356692,NM_174907.2,ENST00000356692,NM_174907.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,,PPP4R2,3,72996803,73069198,1
PRDM14,63978,ENST00000276594,NM_024504.3,ENST00000276594,NM_024504.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,,PRDM14,8,70049063,70072782,-1
PRKD1,5587,ENST00000331968,NM_002742.2,ENST00000331968,NM_002742.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"PKC-mu, PKCM, PKD, PRKCM",PRKD1,14,29576479,30191898,-1
PTP4A1,7803,ENST00000370651,NM_003463.4,ENST00000626021,NM_003463.4,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"PRL-1, PTPCAAX1",PTP4A1,6,63521746,63583588,1
PTPN2,5771,ENST00000309660,NM_002828.3,ENST00000309660,NM_002828.3,TSG,3,Yes,No,Yes,No,Yes,No,No,"PTPT, TC-PTP, TCELLPTP, TCPTP",PTPN2,18,12785478,12929643,-1
PTPRD,5789,ENST00000356435,NM_002839.3,ENST00000356435,NM_002839.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"HPTP, PTPD",PTPRD,9,8314246,10613002,-1
PTPRS,5802,ENST00000357368,NM_002850.3,ENST00000587303,NM_002850.3,TSG,3,Yes,Yes,Yes,No,No,No,No,,PTPRS,19,5158495,5340941,-1
QKI,9444,ENST00000361752,NM_006775,ENST00000361752,NM_006775,TSG,3,Yes,No,No,Yes,No,No,Yes,QK3,QKI,6,163414000,163578592,1
RAB35,11021,ENST00000229340,NM_006861.6,ENST00000229340,NM_006861.6,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,H-ray,RAB35,12,120095094,120117502,-1
RAC2,5880,ENST00000249071,NM_002872.4,ENST00000249071,NM_002872.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,EN-7,RAC2,22,37225270,37259594,-1
RASA1,5921,ENST00000274376,NM_002890.2,ENST00000274376,NM_002890.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"CM-AVM, GAP, RASA, p120GAP, p120RASGAP",RASA1,5,87267778,87391939,1
RBM15,64783,ENST00000369784,NM_022768.4,ENST00000369784,NM_022768.4,ONCOGENE_AND_TSG,3,Yes,No,No,No,Yes,No,Yes,"OTT, OTT1",RBM15,1,110338506,110346681,1
RECQL,5965,ENST00000421138,NM_002907.3,ENST00000421138,NM_002907.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"RecQ1, RecQL1",RECQL,12,21468910,21501669,-1
RHEB,6009,ENST00000262187,NM_005614.3,ENST00000262187,NM_005614.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,RHEB2,RHEB,7,151466012,151520120,-1
RIT1,6016,ENST00000368323,NM_006912.5,ENST00000368323,NM_006912.5,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"MGC125864, MGC125865, RIBB, RIT, ROC1",RIT1,1,155897808,155911408,-1
RPS6KA4,8986,ENST00000334205,NM_003942.2,ENST00000334205,NM_003942.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"MSK2, RSK-B",RPS6KA4,11,64359142,64372215,1
RPS6KB2,6199,ENST00000312629,NM_003952.2,ENST00000312629,NM_003952.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"KLS, P70-BETA, S6KB, S6Kbeta, S6Kβ, STK14B, p70S6Kb",RPS6KB2,11,67428460,67435408,1
RRAGC,64121,ENST00000373001,NM_022157.3,ENST00000373001,NM_022157.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"FLJ13311, GTR2",RRAGC,1,38838198,38859772,-1
RRAS,6237,ENST00000246792,NM_006270.3,ENST00000246792,NM_006270.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,R-Ras,RRAS,19,49635292,49640143,-1
RSPO2,340419,ENST00000276659,NM_178565.4,ENST00000276659,NM_178565.5,ONCOGENE,3,Yes,No,No,Yes,No,No,Yes,MGC35555,RSPO2,8,107899316,108083790,-1
RTEL1,51750,ENST00000360203,NM_001283009.1,ENST00000360203,NM_001283009.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"C20orf41, DKFZP434C013, KIAA1088, NHL, RTEL, bK3184A7.3",RTEL1,20,63657810,63696253,1
RXRA,6256,ENST00000481739,NM_002957.4,ENST00000481739,NM_002957.4,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,NR2B1,RXRA,9,134317098,134440585,1
RYBP,23429,ENST00000477973,NM_012234.5,ENST00000477973,NM_012234.5,TSG,3,Yes,Yes,Yes,No,No,No,No,"AAP1, DEDAF, YEAF1",RYBP,3,72371825,72446621,-1
SESN1,27244,ENST00000436639,NM_014454.2,ENST00000436639,NM_014454.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"PA26, SEST1",SESN1,6,108984309,109095074,-1
SESN2,83667,ENST00000253063,NM_031459.4,ENST00000253063,NM_031459.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"DKFZp761M0212, HI95, SEST2",SESN2,1,28259473,28282491,1
SESN3,143686,ENST00000536441,NM_144665.3,ENST00000536441,NM_144665.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"MGC29667, SEST3",SESN3,11,95165513,95232541,-1
SET,6418,ENST00000372692,NM_001122821,ENST00000372692,NM_001122821,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA",SET,9,128683424,128696400,1
SETDB1,9869,ENST00000271640,NM_001145415.1,ENST00000271640,NM_001145415.1,ONCOGENE_AND_TSG,3,Yes,Yes,Yes,No,No,No,No,"ESET, KG1T, KIAA0067, KMT1E, TDRD21",SETDB1,1,150926263,150964744,1
SH2D1A,4068,ENST00000371139,NM_002351.4,ENST00000371139,NM_002351.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"DSHP, EBVS, IMD5, LYP, SAP, XLP, XLPD",SH2D1A,X,124227868,124373197,1
SHOC2,8036,ENST00000369452,NM_007373.3,ENST00000369452,NM_007373.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"KIAA0862, SOC-2, SOC2, SUR-8, SUR8",SHOC2,10,110917932,111017307,1
SHQ1,55164,ENST00000325599,NM_018130.2,ENST00000325599,NM_018130.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"FLJ10539, Shq1p",SHQ1,3,72749277,72861914,-1
SLX4,84464,ENST00000294008,NM_032444.2,ENST00000294008,NM_032444.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"BTBD12, FANCP, KIAA1784, KIAA1987",SLX4,16,3581181,3611606,-1
SMARCD1,6602,ENST00000394963,NM_003076.4,ENST00000394963,NM_003076.4,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"BAF60A, CRACD1, Rsc6p",SMARCD1,12,50085200,50100712,1
SMARCE1,6605,ENST00000348513,NM_003079.4,ENST00000348513,NM_003079.4,ONCOGENE_AND_TSG,3,Yes,Yes,No,No,No,No,Yes,BAF57,SMARCE1,17,40624962,40648654,-1
SMC1A,8243,ENST00000322213,NM_006306.3,ENST00000322213,NM_006306.3,TSG,3,Yes,No,Yes,No,Yes,No,No,"DXS423E, KIAA0178, SB1.8, SMC1L1, Smcb",SMC1A,X,53374149,53422728,-1
SMC3,9126,ENST00000361804,NM_005445.3,ENST00000361804,NM_005445.3,TSG,3,Yes,No,Yes,No,Yes,No,No,"BAM, CSPG6, HCAP, SMC3L1, bamacan",SMC3,10,110567680,110606048,1
SMYD3,64754,ENST00000388985,NM_001167740.1,ENST00000490107,NM_001167740.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"KMT3E, ZMYND1, ZNFN3A1",SMYD3,1,245749342,246507312,-1
SOS1,6654,ENST00000402219,NM_005633.3,ENST00000402219,NM_005633.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,GINGF,SOS1,2,38962206,39124345,-1
SOX17,64321,ENST00000297316,NM_022454.3,ENST00000297316,NM_022454.3,TSG,3,Yes,Yes,Yes,No,No,No,No,,SOX17,8,54457935,54460892,1
SPRED1,161742,ENST00000299084,NM_152594.2,ENST00000299084,NM_152594.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"FLJ33903, PPP1R147",SPRED1,15,38252139,38357249,1
SS18,6760,ENST00000415083,NM_001007559.2,ENST00000415083,NM_001007559.2,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,SSXT,SS18,18,26016253,26091217,-1
SSX1,6756,ENST00000376919,NM_005635.3,ENST00000376919,NM_005635.4,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,CT5.1,SSX1,X,48255392,48267444,1
SSX2,6757,ENST00000337502,NM_175698.2,ENST00000337502,NM_175698.4,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"CT5.2a, HD21, HOM-MEL-40, MGC119055, MGC15364, MGC3884, SSX",SSX2,X,52696896,52707178,-1
STK40,83931,ENST00000373129,NM_032017.1,ENST00000373129,NM_032017.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"MGC4796, SgK495",STK40,1,36339620,36385927,-1
TAL1,6886,ENST00000294339,NM_001287347.2,ENST00000294339,NM_001287347.2,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"TCL5, bHLHa17",TAL1,1,47216290,47232225,-1
TAP1,6890,ENST00000354258,NM_000593.5,ENST00000354258,NM_000593.5,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"ABCB2, D6S114E, RING4",TAP1,6,32845206,32854018,-1
TAP2,6891,ENST00000374899,NM_018833.2,ENST00000383119,NM_018833.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"ABCB3, D6S217E, RING11",TAP2,6,32821833,32838784,-1
TCL1A,8115,ENST00000402399,NM_001098725.1,ENST00000402399,NM_001098725.1,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,TCL1,TCL1A,14,95709947,95714196,-1
TFE3,7030,ENST00000315869,NM_006521.5,ENST00000315869,NM_006521.5,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"TFEA, bHLHe33",TFE3,X,49028726,49043476,-1
TGFBR1,7046,ENST00000374994,NM_004612.2,ENST00000374994,NM_004612.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"ALK-5, ALK5, ESS1, MSSE, TBR-i, TBRI",TGFBR1,9,99104038,99154192,1
TLX1,3195,ENST00000370196,NM_005521.3,ENST00000370196,NM_005521.3,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"HOX11, TCL3",TLX1,10,101131300,101137789,1
TLX3,30012,ENST00000296921,NM_021025.2,ENST00000296921,NM_021025.2,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"HOX11L2, RNX",TLX3,5,171309248,171312139,1
TNFRSF17,608,ENST00000053243,NM_001192,ENST00000053243,NM_001192,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"BCM, BCMA, CD269, TNFRSF13A",TNFRSF17,16,11965210,11968068,1
TP53BP1,7158,ENST00000382044,NM_001141980.1,ENST00000382044,NM_001141980.1,TSG,3,Yes,Yes,Yes,No,No,No,No,"53BP1, TDRD30, p202",TP53BP1,15,43403061,43510728,-1
TPM3,7170,ENST00000368530,NM_152263.3,ENST00000368530,NM_152263.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"NEM1, TRK",TPM3,1,154155308,154194648,-1
TRAF3,7187,ENST00000392745,NM_003300.3,ENST00000392745,NM_003300.3,TSG,3,Yes,No,Yes,No,Yes,No,No,"CAP-1, CD40bp, CRAF1, LAP1, RNF118",TRAF3,14,102777326,102911500,1
TRAF5,7188,ENST00000261464,NM_001033910.2,ENST00000261464,NM_001033910.2,TSG,3,Yes,No,Yes,No,Yes,No,No,RNF84,TRAF5,1,211326325,211375036,1
TYK2,7297,ENST00000264818,NM_003331.4,ENST00000264818,NM_003331.4,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,JTK1,TYK2,19,10350528,10380608,-1
U2AF2,11338,ENST00000308924,NM_007279.2,ENST00000308924,NM_007279.2,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,U2AF65,U2AF2,19,55654146,55674716,1
UBR5,51366,ENST00000520539,NM_015902.5,ENST00000520539,NM_015902.5,ONCOGENE,3,Yes,No,Yes,No,No,No,Yes,"DD5, EDD, EDD1, HYD, KIAA0896",UBR5,8,102250608,102412880,-1
UPF1,5976,ENST00000262803,NM_002911.3,ENST00000262803,NM_002911.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"HUPF1, KIAA0221, NORF1, RENT1, pNORF1, smg-2",UPF1,19,18831905,18868232,1
USP6,9098,ENST00000250066,NM_004505,ENST00000250066,NM_004505,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"HRP1, TRE17, TRESMCR, Tre-2, Tre2",USP6,17,5116032,5175034,1
USP8,9101,ENST00000307179,NM_001128610.2,ENST00000307179,NM_001128610.2,ONCOGENE,3,Yes,Yes,No,No,No,No,Yes,"HumORF8, KIAA0055, SPG59, UBPY",USP8,15,50424372,50514421,1
VTCN1,79679,ENST00000369458,NM_024626.3,ENST00000369458,NM_024626.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"B7-H4, B7H4, B7S1, B7x, FLJ22418",VTCN1,1,117143587,117210960,-1
XBP1,7494,ENST00000216037,NM_005080.3,ENST00000216037,NM_005080.3,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,XBP2,XBP1,22,28794555,28800597,-1
XIAP,331,ENST00000355640,NM_001167.3,ENST00000355640,NM_001167.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"API3, BIRC4, ILP-1, hILP",XIAP,X,123859693,123913972,1
YAP1,10413,ENST00000282441,NM_001130145.2,ENST00000282441,NM_001130145.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,YAP65,YAP1,11,102110099,102233424,1
YES1,7525,ENST00000314574,NM_005433.3,ENST00000314574,NM_005433.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"HsT441, Yes, c-yes",YES1,18,721588,813276,-1
ZNF217,7764,ENST00000302342,NM_006526,ENST00000302342,NM_006526,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,ZABC1,ZNF217,20,53567071,53609907,-1
ABI1,10006,,,,,,2,No,No,No,No,Yes,No,Yes,"ABI-1, E3B1, SSH3BP1",ABI1,10,26745942,26861094,-1
ACKR3,57007,ENST00000272928,NM_020311,ENST00000272928,NM_020311,ONCOGENE_AND_TSG,2,Yes,No,No,No,No,No,Yes,"CMKOR1, CXCR7, GPR159, RDC1",ACKR3,2,236567692,236582358,1
ACTG1,71,ENST00000331925,NM_001199954.1,ENST00000573283,NM_001199954.1,TSG,2,Yes,No,Yes,No,No,No,No,"ACTG, DFNA20, DFNA26",ACTG1,17,81509413,81523847,-1
ACVR2A,92,ENST00000241416,NM_001278579,ENST00000241416,NM_001278579,ONCOGENE_AND_TSG,2,Yes,No,No,No,No,No,Yes,"ACTRII, ACVR2",ACVR2A,2,147844378,147930826,1
ADGRA2,25960,ENST00000412232,NM_032777,ENST00000412232,NM_032777,ONCOGENE,2,Yes,No,No,No,Yes,No,No,"DKFZp434C211, DKFZp434J0911, FLJ14390, GPR124, KIAA1531, TEM5",ADGRA2,8,37784191,37844896,1
AFF1,4299,,,,,,2,No,No,No,No,Yes,No,Yes,"AF-4, AF4, MLLT2, PBM1",AFF1,4,86934237,87141073,1
AGO1,26523,ENST00000373204,NM_012199.2,ENST00000373204,NM_012199.2,ONCOGENE,2,Yes,Yes,No,No,No,No,No,"EIF2C1, hAGO1",AGO1,1,35869808,35930532,1
ALB,213,ENST00000295897,NM_000477.5,ENST00000295897,NM_000477.5,NEITHER,2,Yes,Yes,No,No,No,No,No,,ALB,4,73397114,73426607,1
APLNR,187,ENST00000257254,NM_005161.4,ENST00000257254,NM_005161.4,ONCOGENE_AND_TSG,2,Yes,Yes,No,No,No,No,No,"AGTRL1, APJ, APJR, FLJ90771",APLNR,11,57233577,57237250,-1
ARFRP1,10139,,,,,,2,No,No,No,Yes,Yes,No,No,"ARL18, ARP, Arp1",ARFRP1,20,63698622,63708662,-1
ARHGEF28,64283,ENST00000426542,NM_001177693.1,ENST00000426542,NM_001177693.1,ONCOGENE,2,Yes,No,Yes,No,No,No,No,"RGNEF, RIP2, p190RhoGEF",ARHGEF28,5,73625757,73942391,1
ARID3A,1820,ENST00000263620,NM_005224.2,ENST00000263620,NM_005224.2,TSG,2,Yes,No,Yes,No,No,No,No,"BRIGHT, DRIL1",ARID3A,19,924528,975939,1
ARID3B,10620,ENST00000346246,NM_001307939.1,ENST00000346246,NM_001307939.1,ONCOGENE,2,Yes,No,Yes,No,No,No,No,"BDP, DRIL2",ARID3B,15,74541188,74598131,1
ARID3C,138715,ENST00000378909,NM_001017363.1,ENST00000378909,NM_001017363.1,INSUFFICIENT_EVIDENCE,2,Yes,No,Yes,No,No,No,No,,ARID3C,9,34621049,34629066,-1
ARID4A,5926,ENST00000355431,NM_002892.3,ENST00000355431,NM_002892.3,TSG,2,Yes,No,Yes,No,No,No,No,"RBBP1, RBP-1",ARID4A,14,58298504,58373887,1
